car_id_claims,claim_number,full_refunds,partial_refunds,voucher_amount,claim_status
2573264599,C1VA01241,0,0,,WAITING_FOR_CLAIMS_TEAM_2_EVALUATION
8696643683,,0,0,,
8902720890,,0,0,,
9575245203,C1MG98025,0,1,1994.18,CLOSED_FULLY_PROCESSED
4356736025,,0,0,,
1840784886,,0,0,,
3603106088,C1WH58585,0,1,1323.97,CLOSED_FULLY_PROCESSED
6328356165,,0,0,,
2135171080,,0,0,,
1291514804,,0,0,,
2593505947,,0,0,,
3414348236,,0,0,,
5268322046,,0,0,,
8077196794,,0,0,,
9546631983,C1BE33815,0,1,8800.17,CLOSED_NO_COMPENSATION
4117136053,,0,0,,
2504900180,,0,0,,
3627192222,C1AE18210,0,0,,CREATED
8954067188,C2RE57555,0,1,1123.43,REJECTED
5706254006,C1FP45178,0,1,1278.45,CLOSED_NO_COMPENSATION
7432465240,C1KW37976,0,1,901.95,CLOSED_NO_COMPENSATION
5621037696,,0,0,,
3897478068,,0,0,,
8997350677,C1CX78836,0,1,441.42,REJECTED
6581778541,,0,0,,
7241625222,,0,0,,
2176186322,,0,0,,
1725344145,C1ZE75941,0,1,598.80,CLOSED_NO_COMPENSATION
8893347529,,0,0,,
3501115806,,0,0,,
8142870073,,0,0,,
8981732363,,0,0,,
2404699586,,0,0,,
9892910089,C2LP96134,0,0,,MISSING_ITEMS_IN_PROGRESS
8198912210,,0,0,,
3174211812,,0,0,,
4232751644,,0,0,,
3217842477,,0,0,,
3729313803,C1SA57035,0,1,2388.56,CLOSED_FULLY_PROCESSED
2387020635,C1JH39006,0,1,6333.25,CLOSED_FULLY_PROCESSED
8584476735,,0,0,,
6151604830,C1TV70606,0,0,,MISSING_ITEMS_IN_PROGRESS
7168866571,,0,0,,
7470421825,C1ZR07874,0,0,,CREATED
4684552448,,0,0,,
6140601933,,0,0,,
3284971408,C1RJ77231,0,0,,CLOSED_ITEMS_FOUND_AND_SENT
3752181250,C1BH55066,0,1,6724.07,CLOSED_NO_COMPENSATION
9598954187,C1VF59664,1,0,,CLOSED_NO_COMPENSATION
6352104200,,0,0,,
8020950752,C1VW94709,0,1,642.03,CLOSED_NO_COMPENSATION
2709059594,,0,0,,
7270685571,,0,0,,
6054094513,,0,0,,
7540247230,,0,0,,
3218775834,,0,0,,
6908193381,,0,0,,
9869322234,C1JX36504,0,1,787.33,CLOSED_WAITING_FOR_MORE_PROOF
1955915716,,0,0,,
6427039784,,0,0,,
3203205473,,0,0,,
6660092102,,0,0,,
4787012397,,0,0,,
9759955028,,0,0,,
9293338289,,0,0,,
9469755330,,0,0,,
3243153875,,0,0,,
7881123249,,0,0,,
1812385920,C1JE59939,0,1,2138.55,CLOSED_FULLY_PROCESSED
1109553488,,0,0,,
2157251392,,0,0,,
4275925564,,0,0,,
1377173154,C2LK53118,0,1,622.37,CLOSED_FULLY_PROCESSED
7475205347,C1FA44833,0,1,854.79,CLOSED_NO_COMPENSATION
5926975330,C1JM94509,0,1,680.93,CLOSED_FULLY_PROCESSED
4016709483,C1DC14730,0,1,1209.38,CLOSED_FULLY_PROCESSED
3392002296,,0,0,,
6030770856,,0,0,,
1031853639,,0,0,,
5012819367,C1BR51669,0,1,3230.00,CLOSED_FULLY_PROCESSED
4269891103,,0,0,,
6067368103,,0,0,,
7145420460,C1BR03474,0,0,,PROOF_NOT_RECEIVED
8389212386,,0,0,,
9259791692,,0,0,,
1955135581,,0,0,,
7639054075,,0,0,,
1392356353,C1VH17405,0,1,1917.72,CLOSED_FULLY_PROCESSED
2008424467,C1UU16522,0,1,2533.93,CLOSED_NO_COMPENSATION
4602280070,,0,0,,
9588043569,,0,0,,
6712236448,C2TA79430,1,0,,CLOSED_FULLY_PROCESSED
5633907260,,0,0,,
3070581268,,0,0,,
8547999701,,0,0,,
3237567875,,0,0,,
6386785236,,0,0,,
8543614693,,0,0,,
5419059956,,0,0,,
6835079154,,0,0,,
7791258033,,0,0,,
3276379448,,0,0,,
2487858718,,0,0,,
5089947101,,0,0,,
5797729291,C1ZM70985,0,1,2316.95,CLOSED_NO_COMPENSATION
3315435720,C2KF12236,0,1,2785.71,CLOSED_FULLY_PROCESSED
2886289983,,0,0,,
9505740176,,0,0,,
7360533019,,0,0,,
4394400587,,0,0,,
8938459063,,0,0,,
4169277449,,0,0,,
3514055994,C1UL06824,0,1,4119.95,CLOSED_FULLY_PROCESSED
3955327435,,0,0,,
7385493022,,0,0,,
4349874839,,0,0,,
3227878771,,0,0,,
3273206643,,0,0,,
1164817832,,0,0,,
4840128084,,0,0,,
4015349324,,0,0,,
1224645706,,0,0,,
5511062902,,0,0,,
1348356263,,0,0,,
1868059391,,0,0,,
6182546866,,0,0,,
9006565955,,0,0,,
5404652189,,0,0,,
8420786048,,0,0,,
5240974098,,0,0,,
6419449653,,0,0,,
7719496505,,0,0,,
7058793841,,0,0,,
1652438961,,0,0,,
9900036574,,0,0,,
1070514189,C1ZW84990,0,1,981.52,CLOSED_FULLY_PROCESSED
9319146730,,0,0,,
1662815418,,0,0,,
5169602153,,0,0,,
3070845373,,0,0,,
9412181793,,0,0,,
1533286176,,0,0,,
2306343907,,0,0,,
3933874832,,0,0,,
6955854633,C1KG42813,0,1,2156.95,WAITING_FOR_LOCAL_OPS_MD_DECISION
2628592820,C1KM88202,0,1,1628.73,CLOSED_FULLY_PROCESSED
8700060330,,0,0,,
8675950521,,0,0,,
5166896810,,0,0,,
8917220161,,0,0,,
5528137647,,0,0,,
6093665075,,0,0,,
4576896047,,0,0,,
9613112887,,0,0,,
4972654386,,0,0,,
4866727036,C2NB65238,0,1,12121.51,REJECTED
1260556257,,0,0,,
1162634797,C1XB10194,1,0,,REJECTED
5712166597,C1SL23389,0,1,673.74,CLOSED_FULLY_PROCESSED
1628780129,,0,0,,
3110899817,C1NU66908,0,1,2771.67,CLOSED_FULLY_PROCESSED
8877162175,,0,0,,
7258909080,,0,0,,
9783593770,C1FV82135,0,1,754.38,REJECTED
2815267545,,0,0,,
3521200846,,0,0,,
7088233015,,0,0,,
1321654366,,0,0,,
4001428779,,0,0,,
9878538842,C2SD84547,0,1,1094.96,CLOSED_FULLY_PROCESSED
2647053959,,0,0,,
4048749339,C1EW60620,0,1,1159.57,CLOSED_FULLY_PROCESSED
3863927922,,0,0,,
6945509877,,0,0,,
2605640467,C1PX48032,0,0,,CREATED
6558420583,C1NL59365,0,0,,CREATED
5658771441,,0,0,,
2311149814,C1UJ54164,0,1,552.12,CLOSED_NO_COMPENSATION
1124120180,,0,0,,
9082356468,C1KW87286,0,1,2129.22,CLOSED_FULLY_PROCESSED
1710822650,,0,0,,
1954735236,,0,0,,
7816198792,C1UR20099,0,1,4311.03,CLOSED_WAITING_FOR_MORE_PROOF
2191918590,,0,0,,
1377443531,,0,0,,
9686580992,,0,0,,
8222411334,C1EW72448,0,1,466.44,CLOSED_NO_COMPENSATION
3172729967,C1LN47272,0,1,1888.87,CLOSED_FULLY_PROCESSED
2871411705,,0,0,,
8899808962,,0,0,,
8602403270,,0,0,,
3063538398,C1JK46887,0,1,1274.17,CLOSED_NO_COMPENSATION
1898894339,C1LY38565,0,1,1444.80,REJECTED
4427220964,,0,0,,
3939872664,,0,0,,
6399489427,,0,0,,
8653247413,C1YC52185,0,1,1299.50,CLOSED_FULLY_PROCESSED
8778868724,C1ZJ63428,0,1,2195.21,CLOSED_FULLY_PROCESSED
6319430376,,0,0,,
4580300471,,0,0,,
2748470529,C1GH00596,0,1,578.66,CLOSED_FULLY_PROCESSED
6766627740,C1EH16370,0,1,3396.96,REJECTED
7557719512,C1CA69154,0,0,,PROOF_NOT_RECEIVED
3018440228,C1KF91080,0,1,215.10,CLOSED_FULLY_PROCESSED
7640195248,C1VE21145,0,1,605.44,CLOSED_NO_COMPENSATION
2559597800,C2ZA39669,0,1,387.62,REJECTED
9039427527,,0,0,,
7167921847,,0,0,,
3757226845,C1PN84355,0,1,1840.92,CLOSED_FULLY_PROCESSED
4347921820,,0,0,,
2322721919,C1RC34450,0,1,718.09,CLOSED_FULLY_PROCESSED
7658859295,C1XM22700,0,1,3312.43,CLOSED_NO_COMPENSATION
5441356341,,0,0,,
8809187856,,0,0,,
8086226515,,0,0,,
7576525731,,0,0,,
3697142205,,0,0,,
2341583849,,0,0,,
2660344175,,0,0,,
2177116784,,0,0,,
6809818577,,0,0,,
5740984564,C2BE77345,0,0,,CLOSED_CARRIER_WILL_COMPENSATE
2820196988,,0,0,,
7693527582,,0,0,,
6590852498,,0,0,,
9519859283,,0,0,,
9865984246,,0,0,,
3775726562,,0,0,,
7220323109,,0,0,,
9741038570,,0,0,,
6300566674,,0,0,,
4732106950,C1YG28115,0,1,3906.19,CLOSED_FULLY_PROCESSED
6294611285,C1DE66960,0,1,1083.75,CLOSED_FULLY_PROCESSED
2572948049,,0,0,,
5242290425,,0,0,,
8623753278,,0,0,,
8260249081,,0,0,,
7956510684,,0,0,,
6197916844,,0,0,,
4587366696,C1XK33496,0,1,9664.06,CLOSED_NO_COMPENSATION
2119224442,C1CS86323,0,1,1168.62,REJECTED
5126147907,,0,0,,
3419074985,,0,0,,
8591652616,,0,0,,
2415945367,,0,0,,
2034885276,,0,0,,
9828752287,,0,0,,
7984034878,,0,0,,
2116552197,,0,0,,
5140180885,C1SL65190,0,1,1076.50,CLOSED_FULLY_PROCESSED
2599790584,,0,0,,
5013006343,,0,0,,
8501921335,,0,0,,
7700543001,C1RN87406,0,1,1188.43,CLOSED_FULLY_PROCESSED
3119037068,,0,0,,
1082689615,,0,0,,
9362390298,,0,0,,
9228633731,,0,0,,
4183939998,,0,0,,
5315245541,,0,0,,
3254369059,,0,0,,
8559024443,,0,0,,
4096276076,,0,0,,
8308937164,C2XB13862,1,0,,REJECTED
1649304182,,0,0,,
9366785385,,0,0,,
9343433733,,0,0,,
4149926928,,0,0,,
1718420384,C1PP46609,0,1,882.84,CLOSED_FULLY_PROCESSED
2781014250,,0,0,,
6635824003,,0,0,,
7458944071,,0,0,,
6931116849,,0,0,,
9386233415,C1LG83561,0,1,125.70,REJECTED
6369367490,C1MB60217,0,0,,CREATED
5462663928,,0,0,,
5128086762,,0,0,,
6260399750,,0,0,,
3181383153,,0,0,,
7946254019,C1ZN38561,0,1,2465.43,REJECTED
5789451941,C1SG76853,0,1,5081.66,CLOSED_FULLY_PROCESSED
7984038956,,0,0,,
6013880761,,0,0,,
1197661663,,0,0,,
6490330053,,0,0,,
1143520453,,0,0,,
9644088912,,0,0,,
1540278677,,0,0,,
6127274227,,0,0,,
2675031494,C1FZ75484,0,1,1241.95,CLOSED_NO_COMPENSATION
7593104766,C1XW38774,0,1,993.37,CLOSED_FULLY_PROCESSED
9978675406,C1AH40404,1,0,,REJECTED
7235275539,C1WV73228,0,0,,CLOSED_ITEMS_FOUND_AND_SENT
6880309627,,0,0,,
9733452709,,0,0,,
6050866642,,0,0,,
5417342790,,0,0,,
7476251937,,0,0,,
6671241990,C1CR49153,0,1,1320.67,CLOSED_FULLY_PROCESSED
3327403719,,0,0,,
7960041358,C1BV37736,0,1,1328.76,CLOSED_FULLY_PROCESSED
1934556207,,0,0,,
4314921004,C1RZ71315,0,0,,CREATED
4038937030,C1VJ93126,0,1,1861.06,REJECTED
9034084655,C1ZU09475,1,0,,REJECTED
4528053206,,0,0,,
1636637493,,0,0,,
1376645032,,0,0,,
1239552683,C1TX37542,0,1,597.04,REJECTED
4758854884,,0,0,,
6434786305,,0,0,,
3449616434,C1EN67325,0,1,370.80,REJECTED
8246415287,C1UP31245,1,0,,CLOSED_NO_COMPENSATION
2925145489,,0,0,,
5249204544,,0,0,,
7255402306,,0,0,,
5638065571,,0,0,,
2238492213,C1EL38008,0,0,,PROOF_NOT_RECEIVED
5688096000,C1AN18614,0,1,2214.56,CLOSED_FULLY_PROCESSED
2653575030,,0,0,,
2256148140,,0,0,,
6076355473,,0,0,,
8456310871,,0,0,,
6636783559,,0,0,,
1118109492,,0,0,,
8477355669,,0,0,,
3815575058,,0,0,,
7533951894,,0,0,,
7391959696,,0,0,,
5102398140,,0,0,,
3842251468,C2LC08313,0,0,,WAITING_FOR_CLAIMS_TEAM_2_EVALUATION
8160147744,,0,0,,
3481184771,,0,0,,
1291340370,C1UB45059,0,1,332.48,CLOSED_FULLY_PROCESSED
4461166702,,0,0,,
3085763067,C1CH79704,0,1,1370.97,CLOSED_FULLY_PROCESSED
8226661481,C1YZ61180,0,1,2372.86,CLOSED_FULLY_PROCESSED
8042226969,,0,0,,
1202353090,C1GT99819,0,0,,CREATED
2688664483,C1WR95492,0,1,2563.07,CLOSED_NO_COMPENSATION
1806107657,C1FL76528,0,1,345.42,CLOSED_FULLY_PROCESSED
6906984902,,0,0,,
5577919882,C1MK14312,0,1,755.90,CLOSED_NO_COMPENSATION
1868209746,C1AU27560,0,1,3095.50,CLOSED_FULLY_PROCESSED
5184098678,,0,0,,
4255846278,C1GY19035,1,0,,REJECTED
1700792060,,0,0,,
1281670221,,0,0,,
4057123251,,0,0,,
4144543382,,0,0,,
8183468349,,0,0,,
1307166853,C1YF40642,0,1,793.66,REJECTED
9475099677,,0,0,,
3386693170,,0,0,,
7517399107,,0,0,,
4760881030,C1XX25563,0,1,1723.95,CLOSED_FULLY_PROCESSED
8454154168,C1PP54466,0,0,,CLOSED_ITEMS_FOUND_AND_SENT
9109311849,C1CX42351,0,1,962.18,CLOSED_NO_COMPENSATION
7499529430,C1XD35796,0,1,944.62,CLOSED_WAITING_FOR_MORE_PROOF
2153601079,,0,0,,
2460099960,C1XF66203,0,1,3254.48,CLOSED_FULLY_PROCESSED
4385177150,,0,0,,
5073850437,,0,0,,
7039213946,,0,0,,
5449820858,,0,0,,
9076391805,,0,0,,
9375467336,C1MZ75574,0,1,1732.49,REJECTED
7344676224,,0,0,,
4014314174,,0,0,,
2433008229,C1RT46398,0,1,723.75,CLOSED_NO_COMPENSATION
3106150130,,0,0,,
7513731151,,0,0,,
9267694365,,0,0,,
9739268209,C2SW26283,1,0,,CLOSED_NO_COMPENSATION
6853780677,,0,0,,
8780047541,,0,0,,
2252090267,,0,0,,
1891744344,,0,0,,
5587874345,C1UK30712,0,1,1038.86,REJECTED
5874573853,,0,0,,
6231809701,,0,0,,
1853441317,,0,0,,
4700009015,,0,0,,
2408062366,,0,0,,
9946817173,,0,0,,
7807768148,C1XK69722,0,1,1500.61,CLOSED_NO_COMPENSATION
1566960499,,0,0,,
3365436395,C1UJ64366,0,1,7395.07,CLOSED_FULLY_PROCESSED
9508536525,,0,0,,
3712405163,C1XC38599,0,1,1256.75,CLOSED_NO_COMPENSATION
8521190572,,0,0,,
4010946355,,0,0,,
9995861780,,0,0,,
7365495703,C1RR57043,0,1,2187.47,CLOSED_FULLY_PROCESSED
4370773029,,0,0,,
2154371652,C1DN62416,0,1,6900.71,CLOSED_FULLY_PROCESSED
1437956317,,0,0,,
3551984125,,0,0,,
5900634691,,0,0,,
4532018656,,0,0,,
6122392825,C1MW38753,0,1,305.32,CLOSED_NO_COMPENSATION
2342076718,,0,0,,
2165836543,,0,0,,
3492460605,,0,0,,
3919431902,,0,0,,
4125018971,C1YT84255,0,1,2699.52,CLOSED_FULLY_PROCESSED
1648279428,,0,0,,
5002814457,C2KH21575,0,1,247.18,CLOSED_NO_COMPENSATION
2030107979,C1FK54185,0,1,4753.40,CLOSED_FULLY_PROCESSED
4092167908,C1SC21456,0,1,582.36,REJECTED
3179650621,C1JY59345,0,1,2167.08,CLOSED_FULLY_PROCESSED
5165108976,C1LL99929,0,1,2316.02,CLOSED_FULLY_PROCESSED
8989312348,,0,0,,
7296878504,,0,0,,
6171716820,,0,0,,
2441963041,,0,0,,
9066097287,,0,0,,
5322647318,,0,0,,
1869543775,,0,0,,
7846526424,,0,0,,
3706812479,,0,0,,
5604193295,,0,0,,
2344947123,,0,0,,
3455208716,C1XE41524,0,1,2095.38,CLOSED_FULLY_PROCESSED
1708292043,,0,0,,
6636700108,,0,0,,
5843801850,,0,0,,
4979828592,,0,0,,
3026324229,,0,0,,
8608463273,,0,0,,
1113182016,,0,0,,
3334597325,,0,0,,
6554543767,,0,0,,
4719210115,C1KF99962,1,0,,CLOSED_NO_COMPENSATION
7386087173,,0,0,,
8270306521,,0,0,,
7010839775,C1PG07749,0,1,1401.75,CLOSED_FULLY_PROCESSED
1482881989,,0,0,,
2890141785,,0,0,,
4674700776,,0,0,,
7496838969,,0,0,,
6356010792,C1BF41746,0,1,218.90,REJECTED
5855048009,C1GT26280,0,1,62.61,CLOSED_NO_COMPENSATION
2519033987,,0,0,,
8222258843,C1SD35687,0,0,,PROOF_NOT_RECEIVED
8925000722,,0,0,,
2132805026,,0,0,,
3849977340,,0,0,,
5377203783,,0,0,,
6622200610,,0,0,,
2999610811,,0,0,,
5853576679,C1GM05411,0,1,532.37,REJECTED
3316122437,C1SD56213,0,0,,CREATED
5356503500,,0,0,,
2790878969,,0,0,,
6527991841,,0,0,,
8135384488,,0,0,,
3680017425,,0,0,,
8559973757,,0,0,,
8934742890,,0,0,,
5919666179,,0,0,,
9552161144,,0,0,,
7258646607,,0,0,,
1407062023,,0,0,,
1763487398,,0,0,,
5816607366,,0,0,,
8446208378,C1RB99737,0,0,,CREATED
4700542701,,0,0,,
1271754570,,0,0,,
6023320094,,0,0,,
8527855209,,0,0,,
9868297527,C1BM99973,0,1,3181.03,CLOSED_FULLY_PROCESSED
5308840394,C1KL88575,0,1,222.03,REJECTED
4895170635,,0,0,,
3189578237,,0,0,,
1748692185,C1TA01026,1,0,,REJECTED
5387957417,,0,0,,
6738485018,,0,0,,
2506097426,C1AY63470,1,0,,CLOSED_FULLY_PROCESSED
6810242588,,0,0,,
7222874447,,0,0,,
3856472424,,0,0,,
6297494610,,0,0,,
9986169842,C1AU76933,0,1,613.14,REJECTED
1197148064,,0,0,,
3429695824,C1LA47612,0,1,931.50,CLOSED_FULLY_PROCESSED
7096306210,,0,0,,
7786371496,C1WF46552,0,1,1267.41,CLOSED_WAITING_FOR_MORE_PROOF
1110624028,C1CW71848,0,1,772.98,CLOSED_FULLY_PROCESSED
4875788363,,0,0,,
7477802556,,0,0,,
2150901224,C1LR13124,1,0,,CLOSED_FULLY_PROCESSED
7810866496,,0,0,,
6360562971,,0,0,,
5772543112,,0,0,,
5777001943,C1RG71005,1,0,,REJECTED
4231147917,C1PH89231,0,0,,CLOSED_ITEMS_FOUND_AND_SENT
8478081942,,0,0,,
9823784987,C1MS50430,0,1,3138.30,CLOSED_FULLY_PROCESSED
3603336576,C2CH17742,0,0,,CREATED
8087697487,,0,0,,
9118872871,,0,0,,
4399459097,,0,0,,
7561894699,C1DH73071,0,1,907.81,CLOSED_NO_COMPENSATION
1531047399,,0,0,,
2152326396,,0,0,,
9118712581,,0,0,,
5771755313,C1WD36158,0,0,,CREATED
7963848694,C1ML56798,1,0,,CLOSED_WAITING_FOR_MONEY_TO_BE_SHIPPED_AND_COMPENSATION_TO_BE_RECORDED
6437786594,,0,0,,
3597510570,C1PU21499,0,1,124.60,REJECTED
7145372377,C1GV70275,0,1,1131.77,CLOSED_NO_COMPENSATION
3020527504,,0,0,,
6432094224,,0,0,,
7593565961,,0,0,,
1948542993,,0,0,,
4858324386,,0,0,,
5644686291,,0,0,,
6527050204,,0,0,,
6618918239,,0,0,,
9274668511,C2NR04238,0,1,2368.69,CLOSED_FULLY_PROCESSED
5091013253,,0,0,,
3745058118,,0,0,,
7847609587,C1KX50276,0,1,790.02,CLOSED_FULLY_PROCESSED
5541335701,C1YV61806,0,1,214.36,CLOSED_NO_COMPENSATION
3193823365,,0,0,,
4573273196,,0,0,,
4141286330,,0,0,,
6789917573,C1XM07324,0,1,2429.89,CLOSED_FULLY_PROCESSED
6141410006,,0,0,,
7254410735,C1MU58779,0,1,1262.03,CLOSED_FULLY_PROCESSED
8759648475,,0,0,,
2075664689,,0,0,,
2564632220,C1KW47089,0,1,1450.65,WAITING_FOR_SALES_TO_NEGOTIATE_WITH_THE_MERCHANT
8911186360,C1PM45419,0,1,1121.17,CLOSED_FULLY_PROCESSED
9462764381,C1LL58302,0,1,1844.62,CLOSED_FULLY_PROCESSED
3573889211,C1SC98985,1,0,,CLOSED_FULLY_PROCESSED
9787759143,C1RF60095,0,1,808.35,CLOSED_NO_COMPENSATION
8090602651,,0,0,,
2416197977,,0,0,,
6238959901,C1AB88058,0,1,2872.77,CLOSED_FULLY_PROCESSED
7062763469,,0,0,,
5087864726,C3TG97811,0,1,5021.01,CLOSED_FULLY_PROCESSED
5525080736,,0,0,,
5980221492,,0,0,,
6972584003,,0,0,,
6756957192,,0,0,,
2210014054,,0,0,,
4216908597,,0,0,,
7407057326,,0,0,,
9323592323,,0,0,,
2778094959,,0,0,,
4013798233,,0,0,,
7000937207,C1HJ57646,0,1,3102.30,CLOSED_WAITING_FOR_MORE_PROOF
8334884784,C1FT16600,1,0,,CLOSED_NO_COMPENSATION
7014381519,,0,0,,
8211058482,,0,0,,
6963950226,C1LN74536,0,1,5190.05,CLOSED_FULLY_PROCESSED
5980178968,C1VR09114,0,1,2320.41,CLOSED_NO_COMPENSATION
3368709391,,0,0,,
7254116598,,0,0,,
9734324032,,0,0,,
6334842694,,0,0,,
5874683558,,0,0,,
6984891469,,0,0,,
8382161158,,0,0,,
7246858402,C1ZU66317,1,0,,REJECTED
2214592853,C1VZ01786,0,0,,CLOSED_ITEMS_FOUND_AND_SENT
5515087121,,0,0,,
8639149465,C2KU96333,1,0,,CLOSED_FULLY_PROCESSED
6899658264,,0,0,,
3156027794,,0,0,,
2747824338,C1CG81638,0,0,,CLOSED_ITEMS_FOUND_AND_SENT
9453317351,,0,0,,
9072165635,C1RT85379,0,1,5951.31,CLOSED_FULLY_PROCESSED
6030922243,,0,0,,
3060550578,,0,0,,
7206919028,,0,0,,
3467925205,C1HT04159,0,1,134.42,REJECTED
4568736846,,0,0,,
5993792809,,0,0,,
8177750069,,0,0,,
8242338815,,0,0,,
3265136104,,0,0,,
8578959901,,0,0,,
9432791449,,0,0,,
9692859612,C1LX82610,0,1,324.14,CLOSED_NO_COMPENSATION
9253184452,C1UG24496,0,1,3594.00,REJECTED
