car_id_details,has_tuning,has_airbags,has_alarm_system,fuel_type,gear_type,ac_type,xenon_light,navigation_system,radio_system
6902135702,0,1,0,1039,1138,1050,0,0,3534
9128510700,0,0,0,1039,1141,0,0,0,3534
8629806406,0,0,0,1040,1138,1050,0,0,3534
7243856412,0,1,0,1040,1138,1049,0,0,
4143997422,1,1,0,1039,1141,1049,0,1100,1100
7089518241,1,1,1,1039,1141,1050,0,1100,3534
9102358674,1,1,0,1039,1141,1049,0,1100,3534
3680089004,1,1,0,1039,1138,1049,0,1100,3534
8014661109,0,1,0,1040,1138,1050,0,1100,1100
8199891305,0,1,0,1039,1138,1050,0,0,
8651905885,0,1,0,1039,1138,1050,0,0,
3764988593,0,1,0,1040,1139,1050,0,1100,3534
8470552381,1,1,0,1039,1138,1049,0,0,
6838409729,0,1,0,1040,1138,1050,0,1100,1100
7684514394,0,1,0,1039,1138,1049,0,0,3534
8814342841,0,1,0,1040,1138,1050,0,1100,1100
2609218078,1,1,0,1039,1141,1050,0,1100,1606
4050027448,0,0,0,1039,1141,0,0,0,3534
2805631639,0,1,0,1039,1139,0,0,1100,3534
7451083234,0,0,0,1040,1141,0,0,0,3534
2221589579,0,1,0,1040,1139,1050,1089,1100,3534
4779039155,0,1,1,1040,1139,1050,0,1100,1100
9066679855,1,1,0,1040,1139,1050,0,1100,1100
9141572244,1,1,0,1040,1138,1050,0,0,3534
1946568782,1,1,1,1039,1139,1050,0,1100,3534
8163463160,0,1,1,1040,1138,1049,1089,1100,3534
7758980556,1,1,0,1040,1138,1050,0,1100,1100
6864351797,1,1,0,1039,1139,1050,0,0,
2587520484,0,1,0,1040,1141,1050,0,0,
3998363398,0,1,0,1040,1138,1050,1089,1100,1100
3814829937,0,1,0,1039,1138,1050,1089,0,
2812084199,0,1,0,1040,1138,1049,0,0,3534
2188228635,0,1,0,1040,1138,1049,0,0,
9187903166,1,1,0,1039,1138,1049,0,0,3534
6063423819,0,1,0,1039,1138,1049,0,0,
3479043159,0,0,0,1040,1141,0,0,0,3534
6403419968,1,1,0,1039,1138,1050,0,1100,
8697811483,1,1,0,1039,1138,1049,0,1100,
3637094678,1,1,1,1040,1138,1049,0,0,
2216556390,0,1,0,1040,1138,1050,0,1100,3534
5139372422,1,1,0,1039,1138,1050,0,1100,3534
5033582416,0,0,0,1040,1141,0,0,1100,3534
9104302082,1,1,0,1039,1138,1050,0,0,
1469206652,0,1,0,1039,1138,1050,1089,1100,3534
1191503509,1,1,0,1040,1138,1050,0,0,
1387552229,0,1,0,1040,1138,1049,0,0,
7331315009,1,1,0,1039,1141,1050,1089,1100,1100
8142055209,0,0,0,1040,1141,0,0,0,3534
4454170364,0,1,0,1040,1138,1050,0,0,
8269390821,1,1,0,1039,1138,0,0,0,3534
9364673323,0,1,0,1039,1138,0,0,0,3534
6966854464,0,1,0,1040,1138,1050,0,0,
8385242166,1,1,1,1039,1139,0,0,1100,3534
3834150362,0,1,1,1040,1141,1049,0,1100,1100
4850521474,0,0,0,1039,1141,0,0,1100,3534
6707041154,0,1,0,1039,1138,0,0,0,3534
6925998346,1,1,0,1039,1138,1049,0,1100,
5891538296,0,0,0,1039,1141,0,0,1100,3534
4898874168,0,1,0,1040,1139,1050,0,1100,3534
8620130731,1,1,0,1039,1141,1049,0,0,
9126728156,0,1,1,1040,1138,1050,0,0,
6702073795,0,1,1,1040,1138,1050,0,1100,1100
2259826149,1,1,0,1039,1138,1049,0,0,
6364342982,0,0,0,1040,1141,0,0,0,3534
3117594900,0,1,1,1040,1138,1049,0,0,3534
7566081705,0,0,0,1040,1141,0,0,0,3534
3424649545,0,1,1,1039,1138,1050,0,0,1606
8606048805,0,0,0,1040,1141,0,0,0,3534
6463593951,0,0,0,1040,1141,0,0,0,3534
3183099454,0,1,0,1040,1138,1049,0,0,
4057212544,0,1,0,1040,1138,1049,0,0,
1795718967,1,1,0,1039,1138,1049,0,1100,
4087204642,0,1,0,1040,1138,1050,1089,1100,1100
6831592649,1,1,0,1039,1138,1049,0,0,3534
8034605437,1,1,0,1039,1138,1050,0,1100,
6836866358,0,1,0,1040,1138,1049,0,0,
6704426039,1,1,0,1040,1138,1049,1089,0,
9524761599,0,1,0,1040,1138,0,0,0,
9473227623,1,1,0,1040,1138,1049,0,0,
7942467123,0,1,0,1040,1138,1049,0,0,
1399523900,0,1,0,1040,1138,1050,0,0,
3542486193,0,0,0,1040,1141,0,0,0,3534
9156081968,0,1,0,1039,1138,1049,0,0,
5122925793,1,1,0,1040,1139,1050,0,1100,3534
7525144289,1,1,0,1040,1138,1050,0,1100,3534
1499002533,0,1,0,1040,1138,1050,0,1100,3534
4151464524,1,1,0,1039,1138,1050,1089,1100,1100
5496461910,1,1,0,1039,1138,1050,0,1100,1606
1664223782,0,0,0,1039,1141,0,0,0,3534
3178166452,0,1,0,1040,1138,1049,0,0,3534
5092826966,1,1,0,1040,1141,1050,0,1100,3534
3724565640,0,1,0,1039,1138,1049,0,0,
1740443342,1,1,0,1039,1138,1050,0,1100,3534
6306156241,1,1,0,1040,1138,0,0,1100,
1149880463,0,0,0,1040,1141,0,0,0,3534
6852631815,1,1,0,1040,1138,1049,0,0,
3795921247,0,1,0,1040,1138,0,0,0,
4680249867,1,1,1,1040,1138,1050,1089,1100,3534
2970376895,1,1,0,1039,1139,1050,0,1100,3534
9968170495,0,1,0,1040,1138,1050,0,1100,3534
9418497563,1,1,0,1039,1139,1049,0,0,
9061590605,0,1,0,1039,1138,1049,0,0,
5483912622,0,1,1,1040,1139,1050,0,0,1606
9945585737,1,1,0,1039,1138,1050,0,0,1101
8929292941,1,1,1,1040,1141,1050,0,1100,3534
5833066483,0,1,0,1040,1138,1050,0,0,
8226393059,0,0,0,1039,1141,0,0,1100,3534
2440656055,1,1,0,1039,1138,1050,1089,1100,1100
4611525074,0,1,1,1040,1141,1050,1089,1100,3534
5282379520,0,1,0,1040,1138,1049,0,0,
6004465742,1,1,0,1039,1141,1049,0,0,
7943948287,0,1,1,1039,1138,1050,0,0,
4540477464,0,1,0,1040,1138,1050,1089,1100,3534
8082742676,1,1,0,1039,1138,1049,1089,1100,3534
4454702771,1,1,0,1039,1138,1050,1089,1100,1100
2689953341,0,1,0,1039,1138,1049,0,0,
8422722428,0,1,0,1040,1138,1050,1089,0,
3929113253,0,1,0,0,1139,1050,0,1100,1100
5244333889,0,0,0,1040,1141,0,0,0,3534
1267558974,1,1,1,1040,1138,1050,0,0,
7748989922,0,1,1,1040,1139,1050,1089,1100,1100
5050296919,0,0,0,1040,1141,0,0,0,3534
5874460489,0,0,0,1039,1141,0,0,0,3534
8338286000,0,1,0,1040,1141,1050,1089,1100,3534
6673023910,1,1,1,1039,1138,1049,0,0,3534
8450911344,1,1,0,1039,1138,1049,0,0,3534
8113516962,0,1,0,1040,1138,1049,0,0,
3108677017,0,1,0,1040,1141,1050,1089,1100,1100
3070581268,0,1,0,1039,1138,1050,0,0,3534
6325551256,1,1,0,1039,1141,1050,0,1100,1100
5246098758,0,1,0,1040,1138,1050,0,0,
2111759725,0,1,1,1040,1141,1050,0,0,3534
5483632014,1,1,0,1040,1138,1049,0,0,
2728949868,1,1,0,1039,1138,1050,0,0,
5435841848,1,1,0,1040,1141,1050,0,0,3534
5665741746,1,1,0,1039,1138,1049,0,0,
6300408301,1,1,0,1039,1138,0,0,0,3534
4532806445,0,1,1,1040,1138,1050,1089,0,
4418271099,1,1,0,1040,1139,1050,0,1100,1100
3087621624,1,1,0,1039,1138,1050,1089,1100,1100
1942262294,1,1,1,1039,1139,1050,0,1100,1100
9313368722,0,1,0,1040,1138,1050,0,1100,1100
8962497366,0,1,0,1039,1138,1049,0,0,
3313127516,1,1,0,1039,1139,1049,0,1100,
3426579634,0,0,0,1039,1141,0,0,1100,3534
2894637348,0,1,0,1039,1138,1050,0,1100,3534
9877618248,1,1,0,1040,1139,1050,1089,1100,1100
4426851933,0,0,0,1040,1141,0,0,0,3534
8136466701,0,0,0,1039,1141,0,0,0,3534
2758130770,0,1,0,1039,1138,1050,0,0,3534
8822630382,0,1,1,1039,1139,1049,0,0,3534
3104896812,0,1,0,1040,1138,1049,0,0,
9302118032,0,1,0,1040,1139,1049,0,0,
4945087959,0,0,0,1039,1141,0,0,0,3534
4102893922,1,1,0,1040,1138,1049,0,0,
4308117616,1,0,0,1040,1141,1049,0,0,3534
6246994275,1,1,0,1040,1138,1050,0,1100,1100
6969289515,0,1,0,1040,1138,1050,0,1100,1100
9954594275,1,1,0,1040,1138,1050,1089,0,3534
5834931335,1,1,1,1040,1138,1050,0,1100,1100
3066139207,1,1,0,1040,1138,1049,0,0,3534
9668306345,0,1,0,1040,1141,1050,0,1100,3534
6963136650,0,1,0,1040,1139,1049,0,0,3534
3547993910,0,0,0,1040,1141,0,0,1100,3534
6338234945,1,1,0,1039,1138,1050,1089,1100,1100
3921865775,0,1,0,1040,1138,1049,0,1100,1100
2384066319,0,0,0,1039,1141,0,0,0,3534
2103820117,1,1,0,1039,1139,1050,0,1100,1100
7786371496,1,1,0,1039,1138,1049,0,1100,
6636783559,0,1,0,1039,1138,0,0,0,
9006318993,0,0,0,1039,1141,0,0,0,3534
7177817740,0,0,0,1040,1141,0,0,0,3534
9036690768,0,1,0,1039,1138,0,0,1100,3534
2107461298,0,0,0,1040,1141,0,0,0,3534
1453202153,0,1,0,1040,1138,1049,0,0,
9307274735,1,1,0,1039,1138,1049,0,0,
1441991323,1,1,0,1039,1138,1050,0,0,
7401751657,1,1,0,1039,1138,1050,0,1100,1100
3830980352,0,1,1,1040,1139,1050,1089,1100,3534
4714806257,1,1,0,1040,1139,1050,1089,1100,1100
7521025289,0,1,0,1040,1138,1049,0,0,
8235315653,0,1,1,0,1139,1050,0,1100,3534
4385335811,0,1,0,1040,1138,1049,0,0,
3976278133,0,1,0,1039,1138,1050,0,0,
5805811398,1,1,0,1039,1141,1050,1089,1100,3534
1468454158,1,1,0,1040,1138,1049,0,1100,1100
1310999733,1,1,1,1040,1138,1049,0,1100,3534
2247551303,0,1,0,1040,1138,1050,0,1100,1100
5630880144,0,1,0,1039,1138,1049,0,0,3534
3743253631,0,1,0,1040,1138,1050,0,0,3534
3442630143,0,1,0,1040,1141,1050,0,0,
3873624347,1,1,0,1039,1139,1050,1089,1100,1100
3570516070,0,1,0,1039,1138,1049,0,0,
4541038971,1,1,1,1039,1139,1050,1089,1100,3534
9305887569,0,1,0,1040,1138,1050,0,0,
5484580093,1,1,0,1040,1139,1050,1089,1100,1100
9712031238,1,1,0,1039,1139,1050,0,0,3534
2150245019,0,1,0,1040,1138,1050,1089,0,
4319901210,0,1,0,1040,1138,1049,0,0,3534
5342571311,1,1,1,1039,1138,1049,0,1100,3534
9213935714,1,1,1,1039,1138,1049,0,0,
6811180573,0,1,1,1039,1141,1050,0,1100,3534
5793501757,0,1,0,1040,1138,1050,0,1100,1100
8867580303,1,1,0,1039,1138,1050,0,1100,
4505820142,0,1,0,1039,1138,1049,0,0,
5923821612,1,1,0,1039,1138,1050,0,0,3534
9581263524,0,1,0,1040,1141,0,0,1100,1100
1823311576,0,1,0,1040,1138,1049,0,0,
3931389051,0,1,0,1040,1141,1050,0,0,
9060524208,1,1,0,1039,1138,1049,0,0,
1663319104,0,1,0,1039,1138,0,0,0,3534
6119029051,0,1,1,1040,1139,1050,0,1100,1100
5584253968,0,0,0,1040,1141,0,0,0,3534
9940320683,1,1,0,1039,1138,1050,0,0,
4057514351,0,0,0,1040,1141,0,0,0,3534
1267361157,0,1,0,1039,1138,1050,1089,1100,1100
8714488302,1,1,0,1039,1138,1049,0,0,
4008898721,1,1,1,1039,1139,1050,1089,1100,3534
2848820092,1,1,1,1040,1138,1049,0,0,3534
1007746324,0,1,1,1039,1139,1050,1089,1100,1100
7743070767,1,1,0,1039,1138,1050,0,1100,3534
5915620352,1,1,0,1039,1138,1050,0,0,
9847732568,1,1,0,1040,1138,1049,0,0,
3545580046,0,0,0,1040,1141,0,0,0,3534
7511874955,0,0,0,1039,1141,0,0,1100,3534
4317636514,1,1,0,1039,1138,1050,1089,1100,1100
3140786827,1,1,0,1040,1138,1050,0,1100,1100
8139925492,0,0,0,1039,1141,0,0,0,3534
6213079173,1,1,1,1040,1139,1049,1089,1100,3534
9304641745,0,0,0,1040,1141,0,0,0,3534
9723571832,1,1,0,1040,1139,1050,0,1100,1100
2273647958,1,1,0,1040,1138,1050,0,1100,1100
6091032569,1,1,0,1040,1138,1050,0,0,
8934043396,0,1,0,1040,1138,1050,0,0,
7764380616,0,1,0,1040,1139,1050,0,1100,1100
1793779444,0,0,0,1039,1141,0,0,0,3534
5855811471,1,1,0,1039,1139,1050,0,1100,3534
6495741458,1,1,0,1040,1139,1050,0,1100,3534
5599828752,0,1,1,1040,1138,1050,0,1100,1100
1257019051,1,1,1,1039,1139,1050,1089,1100,1100
1418041036,0,1,0,1040,1138,1049,0,0,3534
1659206731,1,1,0,1040,1138,1049,0,0,3534
8859821684,0,1,0,1040,1138,1050,0,0,
6838958317,0,1,0,1040,1138,1050,0,0,3534
6485003460,1,1,0,1039,1139,1049,0,1100,3534
2000528727,0,1,1,1039,1138,0,0,0,
1742271409,1,1,1,1039,1138,1050,0,0,3534
6077884135,0,0,0,1039,1141,0,0,1100,3534
5321964618,1,1,0,1039,1141,1050,1089,1100,1100
1437638589,1,1,0,0,1141,1050,0,1100,1606
4225952835,0,1,0,1040,1138,1049,0,0,
4764841444,1,1,1,1039,1141,1050,1089,1100,1100
4468298127,0,0,0,1040,1141,0,0,0,3534
9491871756,0,1,0,1040,1138,1049,0,0,3534
5343814799,0,1,0,1040,1141,1050,1089,0,3534
1454513007,0,1,0,1040,1141,1049,1089,0,
9827087725,1,1,0,1039,1138,1049,0,1100,
5409725411,1,1,0,1040,1138,1049,0,0,
5753905357,0,1,0,1040,1138,0,0,0,3534
3104472330,0,1,0,1040,1138,1050,1089,1100,3534
7330487705,1,1,0,1039,1138,1049,0,1100,1100
6470250543,0,0,0,1039,1141,0,0,0,3534
5344603643,0,1,0,1039,1141,1049,0,1100,1100
5053678949,1,1,1,1039,1138,1050,1089,1100,3534
1751413019,0,1,0,1040,1139,1050,1089,0,
1861116112,0,0,0,1040,1141,0,0,0,3534
4273224038,0,1,0,1040,1138,1050,0,0,
5327901476,0,0,0,0,1141,0,0,1100,3534
7244995564,0,1,0,1039,1138,1049,0,0,
7589143741,0,1,1,1039,1139,1050,0,0,
5057375185,0,1,0,1040,1138,1049,0,0,
7949571070,0,1,0,1040,1138,1050,0,1100,1100
9047013809,0,1,0,1040,1138,1049,0,1100,1100
9170241736,0,1,0,1040,1139,1050,1089,0,
5168324786,1,1,0,1039,1138,1049,0,0,
4290776022,1,1,0,1039,1141,1050,0,1100,1100
1089279924,0,1,0,1039,1138,0,0,0,3534
3341367370,0,1,0,1040,1141,1050,1089,1100,1100
8411691577,0,0,0,1040,1141,0,0,0,3534
4077772655,0,1,0,1040,1139,1050,1089,0,
3358724538,0,1,0,1040,1138,1049,0,0,
4846045559,0,0,0,1039,1141,0,0,0,3534
9749466951,0,1,0,1040,1138,1049,1089,1100,3534
5112350783,0,1,0,1040,1138,1050,1089,1100,3534
4061262326,1,1,0,1039,1138,1049,0,0,
7368403452,0,1,0,1040,1138,1049,0,0,
4538958525,0,0,0,1040,1141,0,0,0,3534
3035681960,0,1,0,1040,1138,0,0,0,3534
9555963219,1,1,0,1040,1138,1050,0,0,
2022330331,0,1,1,1040,1138,1050,1089,0,
2555207119,0,0,0,1039,1141,0,0,0,3534
6102304379,1,1,0,1039,1138,1050,0,0,
6923384853,1,1,0,1040,1141,1050,0,1100,3534
1132280753,0,1,0,1039,1138,1050,0,0,3534
8782368086,0,0,0,1040,1141,0,0,0,3534
4946192552,0,1,0,1040,1138,0,0,0,3534
1366113560,0,1,0,1039,1138,1049,0,0,
3810403842,0,1,0,1040,1138,1050,1089,0,3534
9328444553,0,1,0,1040,1141,1050,1089,1100,1100
6768639042,0,1,1,1039,1139,1050,0,0,3534
9477560381,1,1,0,1040,1139,1050,1089,1100,1100
8024794942,0,1,0,1040,1138,1050,0,0,
3678260691,1,1,0,0,1139,1050,1089,1100,3534
7659946515,0,0,0,1040,1141,0,0,0,3534
1434771704,1,1,0,1040,1138,1050,0,0,
6225210436,1,1,0,1039,1141,1050,1089,1100,1100
5788339090,1,1,0,1040,1138,1049,0,0,
1683366043,0,0,0,1039,1141,0,0,0,3534
2057936692,0,1,0,1040,1138,0,0,0,3534
8135216807,0,1,0,1040,1138,1049,0,0,
9342455353,0,1,0,1040,1141,1050,0,0,
1110559006,0,0,0,1040,1141,0,0,0,3534
1326755396,0,1,0,1039,1138,1050,0,1100,3534
3840978271,1,1,0,1039,1138,1050,0,1100,
9746640607,0,1,1,1040,1139,1050,1089,1100,3534
9282142451,0,1,1,1040,1139,1050,1089,1100,3534
7259946153,0,0,0,1040,1141,0,0,0,3534
9034636759,1,1,0,1039,1138,1050,0,0,
2776989013,1,1,0,1039,1138,1050,0,1100,3534
3510197638,0,1,0,1040,1138,1050,0,0,
5089086506,1,1,0,1040,1138,1050,0,0,
4497150227,0,1,1,1040,1138,1049,0,0,3534
1897063012,0,1,1,1039,1138,1050,1089,0,3534
8319331165,1,1,0,1040,1141,1049,0,0,
2328028319,0,0,0,1040,1141,0,0,0,3534
8464299088,1,1,0,1040,1141,1050,1089,1100,3534
2787971232,0,1,0,1040,1138,1049,0,0,
2214596528,1,1,1,1039,1139,1050,0,1100,3534
9226770528,1,1,1,1039,1138,1050,0,1100,1100
1505762158,0,1,0,1040,1138,1049,0,0,3534
1782617049,1,1,1,1039,1138,1049,0,0,3534
6932691947,0,0,0,1039,1141,0,0,0,3534
6511713429,1,1,0,1039,1138,1049,0,1100,3534
2190289023,0,0,0,1039,1141,0,0,0,3534
8620868197,0,1,0,1039,1138,1049,0,0,
9253869497,1,1,1,1039,1141,1049,1089,0,3534
8551303253,1,1,1,1039,1139,1050,1089,1100,1100
4270752009,0,1,0,1039,1138,1050,0,1100,3534
2470889504,1,1,0,1039,1138,1049,0,0,3534
4878766778,0,1,0,1040,1138,1050,1089,0,3534
6951655833,1,1,0,1040,1138,1050,1089,1100,1100
5726632909,1,0,0,1039,1139,0,0,1100,3534
9202175909,1,1,0,1039,1138,1049,0,1100,3534
6590962350,0,1,1,1040,1138,1050,0,0,
9067090315,0,0,1,1040,1139,1050,0,1100,1100
9870527765,1,1,0,1039,1138,1050,0,0,
6133222277,0,0,0,1040,1141,0,0,1100,3534
7686658249,0,1,0,1039,1138,1050,0,0,
8258412682,0,1,0,1040,1138,1050,0,0,
6671676726,1,1,0,1040,1138,1050,0,0,3534
6444827959,0,0,0,1040,1141,0,0,0,3534
6276558981,0,1,0,1040,1139,1050,1089,1100,1100
3563868036,0,0,0,1040,1141,0,0,0,3534
8197543832,0,1,0,1040,1138,1049,0,0,
6459351654,1,1,0,1039,1138,1050,1089,1100,
9091978452,0,1,1,1040,1141,1050,1089,0,
4488561801,0,1,0,1040,1138,1049,0,0,
2967764408,0,1,0,1039,1138,1050,0,0,
9280832300,0,1,0,1040,1138,1050,0,0,
4279662340,0,1,0,1040,1138,1050,0,0,3534
9665435446,0,1,0,1040,1141,1050,1089,1100,3534
6015424827,0,1,0,1040,1138,1050,0,1100,1100
1690408357,1,1,0,1039,1138,1050,0,1100,3534
5176112549,1,1,0,0,1139,0,0,0,3534
2247502274,0,1,1,1039,1138,1049,0,0,
4907632249,0,1,0,1040,1138,1050,0,1100,1100
5314063994,1,1,1,1040,1138,1050,0,0,
8637660270,1,1,0,1040,1138,1050,0,0,1606
4338526616,0,1,1,1040,1139,1050,1089,1100,1100
6268751293,0,0,0,1039,1141,0,0,1100,3534
6312462106,0,1,0,1039,1138,1049,0,0,
4997310724,0,1,1,1040,1138,1049,0,0,3534
2367726597,1,1,0,1039,1138,1049,0,0,
6579035922,1,1,0,1040,1138,1050,0,1100,3534
1009321175,0,1,0,1040,1138,1049,0,0,
4950717182,1,1,0,1039,1138,1050,0,1100,3534
6446302643,1,1,0,1040,1138,0,0,0,
3245896626,0,1,0,1040,1138,1050,0,0,
5744199003,1,1,0,1040,1139,1050,0,0,3534
6311002604,1,1,1,1040,1138,1050,1089,0,
5667705777,0,1,0,1040,1138,1049,0,0,
6739029720,1,1,0,1039,1138,0,0,0,
1258839501,1,1,0,1040,1141,1049,0,0,3534
7910049101,0,0,0,1040,1141,0,0,0,3534
8887313032,0,1,0,1040,1138,1049,0,0,
3888035442,0,1,0,1039,1138,1049,0,0,
4524217995,1,1,0,1039,1138,1050,1089,1100,1100
9511203823,1,1,0,1040,1138,1050,0,0,
7118416957,0,0,0,1040,1141,0,0,0,3534
6046276004,1,1,1,1040,1138,1050,0,1100,3534
4601851894,0,0,0,0,1141,0,0,0,3534
4914492378,1,1,0,1039,1138,1049,0,0,3534
2379017004,0,1,0,1040,1138,1050,0,0,3534
9613159744,1,1,0,1040,1138,1049,0,0,
1040452537,1,1,0,1040,1138,1050,0,0,
2102471605,0,1,1,1040,1139,1050,1089,0,
2909065635,0,0,0,1040,1141,0,0,0,3534
6854073967,1,1,0,1039,1138,1050,0,1100,1100
5473504603,1,1,1,1039,1139,1050,0,1100,1100
3458090115,0,1,0,1039,1141,1050,1089,1100,1100
4258366364,0,1,0,1039,1139,1049,0,0,3534
2255855382,0,1,1,1039,1139,1050,1089,1100,3534
3975502626,1,1,0,1039,1138,1050,0,0,
5596036138,0,0,0,1039,1141,0,0,1100,3534
8306063548,0,1,1,1040,1141,1050,1089,1100,3534
1289633177,1,1,0,1040,1138,1049,0,0,
2213612677,0,1,0,1040,1138,1050,0,0,
7482393643,1,1,0,1039,1138,1050,0,0,
7779802294,1,1,0,1040,1138,1049,0,1100,
2821748611,0,1,1,1039,1139,1050,1089,1100,3534
9189295343,1,1,1,1039,1139,1050,0,0,
3691113560,0,1,0,1040,1138,1049,0,0,
8937410726,0,0,0,1039,1141,0,0,1100,3534
5170321964,0,1,0,1040,1138,1050,0,0,
5435589078,1,1,0,0,1139,1050,0,1100,3534
2653752333,0,1,0,0,1139,1050,0,0,1100
2601181984,1,1,0,1039,1138,1049,0,0,3534
5590290906,0,0,0,1040,1141,0,0,0,3534
6940726150,1,1,0,1039,1139,1050,0,0,
2608683270,0,1,1,1040,1138,1050,0,0,3534
2184600413,1,1,0,1040,1138,1050,0,1100,
5382092876,0,1,0,1040,1138,1050,0,0,
4765919044,1,1,0,1040,1138,1049,0,0,
1880910202,0,1,0,1040,1138,1049,0,1100,3534
6240659419,0,1,1,1040,1138,1050,0,0,3534
6621168754,0,1,0,1040,1138,1050,1089,1100,1100
2459103008,1,1,0,1039,1138,1050,0,1100,
2527682305,1,1,0,1040,1138,1050,0,0,
8524176527,0,1,0,0,1139,1050,0,0,3534
5612156042,0,0,0,1040,1141,0,0,0,3534
8584101774,0,0,0,1040,1138,0,0,0,3534
3814509385,0,1,0,1039,1138,0,0,0,3534
6154271712,1,1,1,1040,1138,1050,0,1100,1100
1354940484,0,0,0,1040,1141,0,0,0,3534
9127464644,0,0,0,1040,1141,0,0,0,3534
1737373078,1,1,0,1040,1138,1049,0,0,
1307462347,0,1,0,1040,1138,1050,0,1100,3534
3149585851,0,1,0,1039,1138,1049,0,0,
3809255242,1,1,1,1040,1139,1050,1089,1100,3534
1590061045,0,0,0,1039,1138,0,0,0,3534
1602809225,0,0,0,1039,1141,0,0,1100,3534
5333238888,0,1,0,1040,1138,1050,0,1100,1100
1364778011,1,1,0,1039,1138,1049,0,0,3534
3789580088,0,1,0,1040,1139,1050,0,0,
6222594798,0,1,0,1039,1138,1049,0,0,
4367367871,0,0,0,1040,1141,0,0,0,3534
4603430940,1,1,0,1039,1138,1049,0,1100,
8869136595,1,1,0,1039,1138,1050,0,1100,
4101505941,0,0,0,1040,1141,0,0,0,3534
1109430244,0,0,0,1040,1141,0,0,0,3534
